unique_id,id_no,site_id,name_seria,name_en,name_fr,date_inscr,sec_date,danger_lis,longitude,latitude,area_ha,area_ha1,C1,C2,C3,C4,C5,C6,criteria_t,category,category_s,states_en,states_fr,region_en,region_fr,iso_code,undp_code,transbound,her_type1,her_type2,buffer_ha,srtm_min,srtm_max,srtm_mean,p_lecz,ur_grump,ur_mod_buf,ur_joined,dist_mcd,dist_gshhs,dist_join
92,826,3,Isola Tino,"Portovenere, Cinque Terre, and the Islands (Palmaria, Tino and Tinetto)","Portovenere, Cinque Terre et les îles (Palmaria, Tino et Tinetto)",1997,0, ,9.850636558,44.02690336,13.31,12.67426566,1,1,0,0,0,0,(i)(ii),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,2,,0,30,55,38.179,0,1,1,1,49180.49732,48967.62248,49180.49732
93,712,19,Villa Emo Vedelago,City of Vicenza and the Palladian Villas of the Veneto,Ville de Vicence et les villas de Palladio en Vénétie,1994,1996, ,11.98972,45.71194003,14.54,14.52885717,0,1,0,1,0,0,(ii)(iv),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,2,,0,0,35,11.286,0.4261028,1,1,1,25.56915749,21.58063982,25.56915749
94,726,2,"District of Villa Manzo, Santa Maria della Consolazione",Historic Centre of Naples,Centre historique de Naples,1995,0, ,14.20504704,40.81791841,15.5,18.24333165,0,1,0,1,0,0,(ii)(iv),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,2,,0,110,188,159.08,0,1,1,1,300.6729778,279.0860823,300.6729778
95,726,4,District of Casale and Santo Strato,Historic Centre of Naples,Centre historique de Naples,1995,0, ,14.19041864,40.80381102,19.75,19.2955188,0,1,0,1,0,0,(ii)(iv),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,2,,0,85,144,112.76,0,1,1,1,701.5847568,686.7412222,701.5847568
96,829,1,Pompeii,"Archaeological Areas of Pompei, Herculaneum and Torre Annunziata","Zones archéologiques de Pompéi, Herculanum et Torre Annunziata",1997,0, ,14.48797828,40.75074856,84.59,83.65485797,0,1,0,1,0,0,(ii)(iv),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,2,,0,-3,242,66.635,0.0714707,1,1,1,0,0,0
97,826,2,Isola Palmaria,"Portovenere, Cinque Terre, and the Islands (Palmaria, Tino and Tinetto)","Portovenere, Cinque Terre et les îles (Palmaria, Tino et Tinetto)",1997,0, ,9.844863597,44.04356773,159.71,158.0457366,0,1,1,1,1,1,(ii)(iii)(iv)(v)(vi),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,1,,0,-3,19,6.5358,0.9349922,1,1,0,59030.37341,59275.6562,59030.37341
98,712,1,City of Vicenza (including 23 buildings constructed by Palladio),City of Vicenza and the Palladian Villas of the Veneto,Ville de Vicence et les villas de Palladio en Vénétie,1994,1996, ,11.54944,45.5491705,218,217.9395893,0,1,1,1,1,1,(ii)(iii)(iv)(v)(vi),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,1,2,117649,-10,18,-0.093728,0.988069,1,1,0,0,0,0
99,726,1,Historical Centre of Naples,Historic Centre of Naples,Centre historique de Naples,1995,0, ,14.24663766,40.84863159,981.75,978.87379,1,1,1,1,0,0,(i)(ii)(iii)(iv),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,4,,-9999,4,4,4,1,1,1,1,8451.835863,8663.186505,8451.835863
100,826,1,Cinque Terre and Portovenere,"Portovenere, Cinque Terre, and the Islands (Palmaria, Tino and Tinetto)","Portovenere, Cinque Terre et les îles (Palmaria, Tino et Tinetto)",1997,0, ,9.667366058,44.15874144,4511.54,5584.199631,1,1,1,1,0,0,(i)(ii)(iii)(iv),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,4,,-9999,6,7,6.913,1,1,1,1,8334.455313,8531.011355,8334.455313
101,733,2,Diamantina,"Ferrara, City of the Renaissance, and its Po Delta","Ferrare, ville de la Renaissance, et son delta du Pô",1995,1999, ,11.46528764,44.90585452,5320,3149.110099,1,1,1,1,0,0,(i)(ii)(iii)(iv),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,4,,0.68,7,10,7.2308,1,1,1,1,7955.676206,8166.354043,7955.676206
102,830,0, ,Costiera Amalfitana,Côte amalfitaine,1997,0, ,14.62065772,40.66728134,11231,10652.52517,1,1,1,1,0,0,(i)(ii)(iii)(iv),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,4,,2.92,2,5,2.6923,1,1,1,1,7812.843833,8024.479207,7812.843833
103,788,6,Arian Baptistry,Early Christian Monuments of Ravenna,Monuments paléochrétiens de Ravenne,1996,0, ,12.20243848,44.41870573,0.008,0.007960624,1,1,1,1,0,0,(i)(ii)(iii)(iv),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,4,,3.02,4,4,4,1,1,1,1,8474.368655,8685.868938,8474.368655
105,788,5,Basilica of St. Apollinaire Nuovo,Early Christian Monuments of Ravenna,Monuments paléochrétiens de Ravenne,1996,0, ,12.20493307,44.4167839,0.17,0.181851398,1,1,1,1,0,0,(i)(ii)(iii)(iv),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,4,,4.5,6,6,6,1,1,1,1,8282.902143,8477.572878,8282.902143
106,788,4,Archiepiscopal Chapel,Early Christian Monuments of Ravenna,Monuments paléochrétiens de Ravenne,1996,0, ,12.197322,44.415146,0.002,0.001990531,1,1,1,1,0,0,(i)(ii)(iii)(iv),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,4,,21.6,1,5,2.4211,1,1,1,1,7237.306084,7423.572437,7237.306084
107,788,1,Mausoleum of Galla Placida,Early Christian Monuments of Ravenna,Monuments paléochrétiens de Ravenne,1996,0, ,12.19711308,44.42097178,0.01,0.016852163,1,1,1,1,0,0,(i)(ii)(iii)(iv),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,4,,33.14,-5,1,1,1,1,1,1,6659.974662,6411.471258,6659.974662
109,788,7,Mausoleum of Theodoric,Early Christian Monuments of Ravenna,Monuments paléochrétiens de Ravenne,1996,0, ,12.209174,44.425051,0.014,0.013931065,0,1,1,1,0,0,(ii)(iii)(iv),Cultural,C,Croatia,Croatie,Europe and North America,Europe et Amérique du nord,hr,hrv,0,2,,0,-3,7,7,1,1,1,1,0,66.59199153,0
110,788,8,Basilica of St. Apollinare in Classe,Early Christian Monuments of Ravenna,Monuments paléochrétiens de Ravenne,1996,0, ,12.23292603,44.38041814,0.96,0.965933744,0,1,0,1,0,0,(ii)(iv),Cultural,C,Croatia,Croatie,Europe and North America,Europe et Amérique du nord,hr,hrv,0,2,,4.8,-2,5,1.9,1,1,1,1,52.98221381,0,0
111,1211,0, ,Genoa: Le Strade Nuove and the system of the Palazzi dei Rolli,"Gênes, les Strade Nuove et le système des palais des Rolli",2006,0,0,8.931528683,44.41165477,15.78,21.009086,0,0,1,1,0,1,(iii)(iv)(vi),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,3,4,0,-4,8,0.78636,1,0,1,1,3521.979507,3065.084408,3521.979507
